,Artists,Name,Year,Weekly.rank,Week,Max.Weeks.on.chart,Genre,acousticness,danceability,energy,key,tempo,valence,cluster
129,"Cardi B, Bad Bunny, J Balvin",I Like It,2018,1,2018-07-07,51,"Trap,Latin Music,En Espa\xc3\xb1ol,Latin Trap,Rap",0.1012248618013082,0.8052691867124856,0.7127353973827002,0.4545454545454546,0.538611931737583,0.6522107941893756,4
130,matchbox twenty,Bent,2000,1,2000-07-18,39,"Adult Alternative,Pop-Rock,Alternative Rock,Rock",0.0413065192547287,0.4639175257731959,0.8233854665389935,0.5454545454545454,0.2883328502087715,0.5217898420103912,4
131,Usher,U Got It Bad,2002,1,2002-01-29,32,"Neo Soul,Soul Pop,Soul,R&;B",0.02320831681318508,0.8052691867124856,0.4722842855622938,0.09090909090909091,0.4645335175374216,0.6511504612448309,1
132,Avril Lavigne,Girlfriend,2007,1,2007-05-02,24,"Pop-Rock,Pop-Punk,Canada,Pop",0.0007522308232878424,0.5120274914089348,0.9606341100117033,0.6363636363636364,0.7109023738890705,0.6734174530802672,0
133,XXXTENTACION,Sad!,2018,1,2018-06-30,38,"Hip-Hop,Trap,Emo Rap,Rap,Alternative,Cloud Rap",0.2638019345812763,0.718213058419244,0.5925098414724971,0.7272727272727273,0.162237339566668,0.4645318630049836,2
134,Snoop Dogg,Drop It Like It's Hot,2004,1,2004-12-22,30,"West Coast,Memes,Producer,Rap",0.1942721172917302,0.8877434135166093,0.6127247579529738,0.09090909090909091,0.2668142766391799,0.6649347895239106,1
135,Owl City,Fireflies,2009,1,2009-11-19,31,"Synth-Pop,Electronic,Memes,Pop",0.02811630391597657,0.4570446735395189,0.6446430471326737,0.2727272727272727,0.8103910841931923,0.463471530060439,1
136,Sisqo,Incomplete,2000,1,2000-08-08,26,R&;B,0.2883418700952337,0.7250859106529209,0.4116395361208639,0.09090909090909091,0.435385687589044,0.2514049411515216,3
137,Kanye West,Stronger,2007,1,2007-09-26,27,"Hip-Hop,France,Pop,Electro-Hop,Electronic,House,Producer,Rap",0.005764512652013653,0.5773195876288659,0.7031599106287904,0.9090909090909092,0.3409050259345376,0.4825575230622416,2
138,Adele,Someone Like You,2011,1,2011-10-13,39,"Easy Listening,Soul Pop,Adult Alternative,Adult Contemporary,Ballad,Piano,Pop,Soul",0.9120652310749858,0.5108820160366552,0.2914139802106607,0.8181818181818182,0.5328206045430155,0.2651892694306012,2
139,Justin Bieber,Sorry,2016,1,2016-02-05,42,"Canada,Tropical House,Electro-Pop,Electronic,Pop",0.08149066365883403,0.6197021764032073,0.7489094584530269,0.0,0.3159449608052349,0.3977308874986746,1
140,Sean Kingston,Beautiful Girls,2007,1,2007-08-29,22,Rap,0.1533722247684678,0.7434135166093929,0.643579104160017,0.09090909090909091,0.5013661117929675,0.7783904145901814,1
141,Halsey,Without Me,2019,1,2019-01-26,38,"Synth-Pop,R&;B,Alternative Pop,Ballad,Pop,Alternative",0.3036793297914571,0.7319587628865979,0.4595169698904138,0.5454545454545454,0.5385687589043968,0.5281518396776588,2
142,"B2K, P. Diddy","Bump, Bump, Bump",2003,1,2003-01-28,22,"Boy Band,Hip-Hop,Pop,R&;B,Rap",0.1020428596517734,0.8258877434135167,0.6691137355037771,0.09090909090909091,0.2885857196602914,0.8929063726009967,1
143,Christina Aguilera,What A Girl Wants,2000,1,2000-01-10,24,"R&;B,Pop",0.0699364440210124,0.7342497136311569,0.8116820938397702,0.0,0.576166129062101,0.8303467288728661,1
144,Plain White T's,Hey There Delilah,2007,1,2007-08-01,35,"Emo,Acoustic,Ballad,Rock",0.8916152848133546,0.6219931271477662,0.2499202042770508,0.1818181818181818,0.3407755074349786,0.2789735977096808,3
145,Zayn,Pillowtalk,2016,1,2016-02-19,24,"Alternative R&;B,R&;B,UK,Pop",0.1196298134367763,0.5395189003436426,0.6850728800936269,1.0,0.4701274832088516,0.4274202099459231,2
146,The Weeknd,Starboy,2017,1,2017-01-07,30,"Alternative R&;B,Canada,R&;B,Electro-Pop,Pop",0.1441697489507337,0.6483390607101948,0.5648473241834239,0.6363636363636364,0.8467117719981001,0.4783161912840632,0
147,Britney Spears,Womanizer,2008,1,2008-10-23,23,"Dance-Pop,Electro-Pop,Pop",0.07463993166118757,0.6998854524627721,0.6797531652303436,1.0,0.5568185322470225,0.2121726222033719,2
148,Gotye,Somebody That I Used To Know,2012,1,2012-06-15,59,"Producer,Art Pop,Singer-Songwriter,Adult Alternative,Alternative Pop,Adult Contemporary,Ballad,Indie Pop,Pop",0.6042935398374361,0.8602520045819015,0.4669645706990105,0.0,0.4955254442176157,0.7264341003074966,3
149,Eminem,The Monster,2013,1,2013-12-20,29,"Hip-Hop,Pop,Rap",0.05367873674301558,0.7651775486827032,0.8478561549100968,0.09090909090909091,0.378261861735918,0.6246421376312161,1
150,Madonna,Music,2000,1,2000-10-03,24,"House,Electronic,Dance,Pop",0.001521148802725176,0.7136311569301259,0.7935950633046069,0.6363636363636364,0.4387346659347843,0.8865443749337292,4
151,Ludacris,Stand Up,2003,1,2003-12-02,28,Rap,0.3752541417071665,0.7308132875143183,0.8340248962655601,0.5454545454545454,0.3104681785381678,0.812321068815608,4
152,John Legend,All Of Me,2014,1,2014-05-16,59,"Piano,Easy Listening,Adult Contemporary,Soul Pop,Soul,Ballad,Pop,R&;B",0.9427401504674326,0.3539518900343642,0.2211937440153208,0.7272727272727273,0.439203399552236,0.3139645848796522,3
153,Carly Rae Jepsen,Call Me Maybe,2012,1,2012-08-03,50,"Dance-Pop,Teen Pop,Canada,Memes,Pop",0.01165409717536344,0.7674684994272621,0.557399723374827,0.6363636363636364,0.4397646463836585,0.6628141236348213,4
154,Kelly Clarkson,A Moment Like This,2002,1,2002-10-08,20,"American Idol,Ballad,Pop",0.1666646898385281,0.3447880870561282,0.5488881795935738,0.7272727272727273,0.594958646593355,0.1326476513625278,0
155,Creed,With Arms Wide Open,2000,1,2000-11-07,47,Rock,0.004343241386830284,0.3402061855670103,0.5137780614959039,0.0,0.5559057352025114,0.1125013254161807,1
156,Akon,I Wanna Love You,2006,1,2006-12-06,29,"R&;B,Rap",0.03813677758417586,0.8625429553264604,0.4233429088200872,0.0,0.3161916627091569,0.3531969038278019,1
157,Desiigner,Panda,2016,1,2016-05-07,40,"UK,Hardcore Hip-Hop,Hip-Hop,Producer,East Coast,Trap,Memes,Rap",0.02177682057487089,0.558991981672394,0.6797531652303436,0.9090909090909092,0.3259302203664756,0.2874562612660375,2
158,Rihanna,Take A Bow,2008,1,2008-05-22,27,"Soul Pop,Neo Soul,R&;B,Pop",0.2535769614504607,0.6689576174112257,0.4371741674646239,0.8181818181818182,0.2057740580612932,0.5695048245148977,2
159,Taylor Swift,Bad Blood,2015,1,2015-06-05,25,"Electro-Hop,Electro-Pop,Rap,Pop",0.08905714377563757,0.6174112256586484,0.7935950633046069,0.6363636363636364,0.7489808127594224,0.2757925988760471,0
160,Eminem,Not Afraid,2010,1,2010-05-20,25,"Soundtrack,Pop,Rap",0.5408987064263793,0.849942726231386,0.95531439514842,0.0,0.4065462350205688,0.6712967871911779,1
161,Childish Gambino,This Is America,2018,1,2018-05-26,17,"Protest Songs,Hip-Hop,Memes,Gospel,Trap,Rap",0.1196298134367763,0.8487972508591066,0.4329183955739973,0.4545454545454546,0.4397831490264526,0.545117166790372,4
162,Nelly Furtado,Say It Right,2007,1,2007-02-21,30,R&;B,0.04181776791126948,0.8682703321878579,0.8648792424726036,0.09090909090909091,0.4208241077100512,0.8473120559855796,1
163,Ludacris,Money Maker,2006,1,2006-10-25,25,Rap,0.1533722247684678,0.5017182130584192,0.576550696882647,0.09090909090909091,0.1852607947501834,0.6119181422966811,1
164,Mims,This Is Why I'm Hot,2007,1,2007-03-07,23,"Crunk,Rap",0.283229383529826,0.5819014891179839,0.5786785828279604,0.7272727272727273,0.1930627424617149,0.4772558583395186,2
165,Britney Spears,3,2009,1,2009-10-22,20,"Electronic,Dance,Electro-Pop,Pop",0.04621450635752019,0.6689576174112257,0.6946483668475371,0.4545454545454546,0.5315932625710038,0.797476407591984,4
166,"Eminem, Dr. Dre, 50 Cent",Crack A Bottle,2009,1,2009-02-19,17,Rap,0.0883413956564805,0.4616265750286369,0.8701989573358869,0.8181818181818182,0.7453049543909851,0.3775845615523274,0
167,P!nk,So What,2008,1,2008-09-25,31,"Power Pop,Alternative Rock,Pop-Rock,Pop,Rock",0.0003340294222374843,0.4822451317296679,0.8659431854452602,1.0,0.4767575968767538,0.4528682006149932,0
