Artists,Name,Year,Weekly.rank,Week,Max.Weeks.on.chart,Genre,acousticness,danceability,energy,key,tempo,valence,cluster
Petey Pablo,Show Me The Money,2006,58,2006-08-30,5,Rap,0.017073333,0.859106529,0.761676774,0,0.381129771,0.843070724,1
Ciara,Level Up,2018,59,2018-08-11,6,"Dance,Electronic,R&;B,Pop",0.01451709,0.725085911,0.818065752,0.090909091,0.64263379,0.58222882,1
Trace Adkins,Songs About Me,2005,59,2005-06-01,15,Country,0.005570238,0.53722795,0.898925418,0,0.426948482,0.377584562,1
Sister Hazel,Change Your Mind,2000,59,2000-08-01,20,Pop,0.0106316,0.360824742,0.775508033,0,0.824194056,0.684020783,1
Uncle Kracker,In A Little While,2002,59,2002-11-26,20,Pop,0.129854787,0.553264605,0.935099479,0.181818182,0.969945541,0.930018026,1
Logic,Everybody,2017,59,2017-04-22,2,"DMV,Football (American),Trap,Rap",0.164619695,0.884306987,0.940419194,0.090909091,0.37799049,0.782631746,1
Andy Grammer,Fresh Eyes,2016,59,2016-12-10,18,Pop,0.560326155,0.819014891,0.536120864,0,0.452303271,0.887604708,1
Buckcherry,Crazy Bitch,2006,59,2006-07-19,20,"Hard Rock,Rock",0.025253311,0.627720504,0.980849026,0.090909091,0.304066264,0.590711483,1
Justin Moore,Somebody Else Will,2017,59,2017-09-02,13,Country,0.036091783,0.429553265,0.731886371,0.181818182,0.809731157,0.588590818,1
Jason Aldean,Amarillo Sky,2007,59,2007-01-24,20,Country,0.321061784,0.432989691,0.765932546,0.181818182,0.655425283,0.416816881,1
Josh Turner,All Over Me,2010,59,2010-10-21,18,"Country,Rock",0.412064045,0.495990836,0.765932546,0.090909091,0.747068873,0.904570035,1
Luke Bryan,Knockin' Boots,2019,59,2019-06-29,9,Country,0.131899781,0.717067583,0.665921907,0.181818182,0.513540851,0.635245467,1
Joyner Lucas,Isis,2019,59,2019-06-08,2,"Trap,Hip-Hop,East Coast,DMV,Rap",0.239261999,0.922107675,0.830833067,0.090909091,0.439739976,0.869579048,1
Rihanna,Man Down,2011,59,2011-07-07,14,"Gangsta Rap,Reggae,R&;B,Pop",0.041511019,0.419243986,0.904245132,0,0.660969909,0.531332839,1
Randy Houser,We Went,2016,60,2016-03-19,13,Country,0.099179867,0.610538373,0.878710501,0.363636364,0.328600768,0.539815502,1
Avicii,Levels,2012,60,2012-02-16,20,"Pop,Electronic",0.030161299,0.558991982,0.827641238,0.090909091,0.476584906,0.336231577,1
Eminem,Ass Like That,2005,60,2005-06-29,7,"Hip-Hop,Rap",0.418199029,0.610538373,0.787211405,0.181818182,0.212009449,0.679779451,1
William Michael Morgan,I Met A Girl,2016,60,2016-10-15,9,Country,0.11349483,0.457044674,0.520161719,0.181818182,0.217233361,0.329869579,1
Tori Kelly,Nobody Love,2015,60,2015-05-15,11,"Pop,R&;B",0.006480261,0.733104238,0.694648367,0.090909091,0.316074479,0.569504825,1
Kenny Chesney,Til It's Gone,2015,60,2015-01-30,14,Country,0.005560013,0.442153494,0.814873923,0.363636364,0.2329051,0.49210052,1
Halsey,New Americana,2016,60,2016-01-15,17,"Alternative,Alternative Pop,Pop",0.011551847,0.258877434,0.692520481,0,0.772639525,0.343653907,1
Chris Cagle,Laredo,2001,60,2001-08-21,12,Country,0.163597198,0.408934708,0.78508352,0.090909091,0.686232183,0.676598452,1
Jill Scott,The Way,2001,60,2001-08-28,20,"Soul Pop,Soul,R&;B",0.019118328,0.691867125,0.368017874,0.090909091,0.565564115,0.443325204,1
Blake Shelton,Nobody But Me,2006,60,2006-04-12,14,"Country,Rock",0.384456618,0.600229095,0.665921907,0.181818182,0.199199452,0.536634503,1
Chris Young,Losing Sleep,2018,60,2018-02-10,20,Country,0.073106186,0.5395189,0.601021385,0.090909091,0.266962298,0.635245467,1
Lil' Kim,No Matter What They Say,2000,60,2000-08-01,10,Rap,0.026787057,0.721649485,0.76380466,0.090909091,0.3537952,0.647969462,1
Jonas Brothers,Pom Poms,2013,60,2013-04-19,0,Pop,0.0677892,0.64604811,0.979785084,0.090909091,0.612363466,0.919414696,1
Death Cab For Cutie,Soul Meets Body,2005,60,2005-12-28,19,"Rock,Indie Rock",0.078423172,0.581901489,0.847856155,0.181818182,0.4898513,0.720072103,1
Avenged Sevenfold,Bat Country,2006,60,2006-01-11,15,"Metal,Hard Rock,Metalcore,Rock",0.000251207,0.490263459,0.970209597,0,0.470719568,0.498462517,1
Kenny Chesney,Beer In Mexico,2007,61,2007-04-04,17,"Country,Rock",0.0012144,0.534936999,0.904245132,0.181818182,0.550465958,0.467712862,1
Green Day,American Idiot,2004,61,2004-10-27,20,"West Coast,Pop-Punk,Pop-Rock,Alternative Rock,Punk Rock,Rock",2.46217E-05,0.305841924,0.991488456,0.090909091,0.847390202,0.778390415,1
George Strait,Love's Gonna Make It Alright,2012,61,2012-03-30,11,"Country,Rock",0.225969534,0.680412371,0.862751357,0.363636364,0.384102529,0.651150461,1
Kirk Franklin,Looking For You,2006,61,2006-04-19,20,Pop,0.014108091,0.798396334,0.70635174,0.090909091,0.451871542,0.816562401,1
Dev,Bass Down Low,2011,61,2011-02-10,12,Rap,0.079547919,0.78465063,0.607405043,0,0.396641154,0.853674054,1
Adam Lambert,For Your Entertainment,2009,61,2009-12-10,2,"Pop-Rock,Glam Rock,Pop",0.042022267,0.619702176,0.868071071,0.090909091,0.501452457,0.611918142,1
Lit,My Own Worst Enemy,1999,61,1999-07-19,20,"Pop-Rock,Rock",0.001316649,0.436426117,0.946802851,0.363636364,0.337303178,0.748701092,1
Daft Punk,One More Time,2001,61,2001-03-20,16,"Dance,Pop,Electronic,House",0.019731826,0.570446735,0.681881051,0.181818182,0.456608219,0.467712862,1
"China Anne McClain, Thomas Doherty, Dylan Playfair",What's My Name,2017,61,2017-08-12,3,Pop,0.100202364,0.703321879,0.93190765,0.090909091,0.402827204,0.66493479,1
Blake Shelton,She's Got A Way With Words,2016,61,2016-09-10,12,Country,0.333331752,0.576174112,0.681881051,0.272727273,0.61806228,0.684020783,1
Darius Rucker,History In The Making,2010,61,2010-02-25,20,"Country,Rock",0.038136778,0.414662085,0.704223854,0,0.672287358,0.443325204,1
Lonestar,Walking In Memphis,2003,61,2003-12-16,11,Country,0.198362107,0.595647194,0.794659006,0,0.494951862,0.477255858,1
Tracy Lawrence,Find Out Who Your Friends Are,2007,61,2007-06-20,20,Country,0.213699566,0.470790378,0.788275348,0.181818182,0.685467408,0.793235076,1
A Perfect Circle,Weak And Powerless,2003,61,2003-11-04,18,"Alternative Rock,Rock",0.000173497,0.423825888,0.835088839,0.090909091,0.684776642,0.100837663,1
5 Seconds Of Summer,Want You Back,2018,61,2018-03-10,0,"Pop-Rock,Australia,Electro-Pop,Pop",0.007144884,0.578465063,0.862751357,0,0.304134107,0.576927155,1
Staind,Fade,2001,62,2001-12-11,17,"Alternative Metal,Nu-Metal,Rock",0.002134647,0.410080183,0.840408554,0.090909091,0.417857517,0.233379281,1
Walker Hayes,You Broke Up With Me,2018,62,2018-02-17,19,Country,0.536808717,0.840778923,0.684008937,0,0.439647463,0.889725374,1
Silk,Meeting In My Bedroom,1999,62,1999-09-06,13,"R&;B,Pop",0.033637789,0.690721649,0.424406852,0.181818182,0.388247121,0.202629626,1
M2M,Mirror Mirror,2000,62,2000-05-23,18,Pop,0.222902042,0.667812142,0.669113736,0.090909091,0.31682692,0.500583183,1
Chris Brown,Privacy,2017,62,2017-07-15,17,"DMV,Reggae,Jamaica,Dancehall,Soul,Rap,R&;B",0.156439717,0.719358534,0.557399723,0,0.298348948,0.416816881,1
No Doubt,Running,2003,62,2003-04-01,6,"Pop,Electronic Rock,Electronic,Rock",0.19324962,0.662084765,0.589318013,0,0.397245573,0.347895239,1
"Drake, Future",Digital Dash,2015,62,2015-10-16,7,"Trap,Rap",0.00302422,0.879725086,0.521225662,0.181818182,0.563183441,0.255646273,1
3 Doors Down,Away From The Sun,2004,62,2004-08-25,15,Rock,0.024946562,0.490263459,0.660602192,0,0.51316463,0.214293288,1
Eminem,Won't Back Down,2010,62,2010-07-08,0,"Rock,Rap",0.013596842,0.418098511,0.952122566,0.181818182,0.809552298,0.321386915,1
Lee Brice,Parking Lot Party,2013,62,2013-10-04,20,"Country,Rock",0.00660296,0.489117984,0.855303756,0.090909091,0.75862069,0.870639381,1
YG,Why You Always Hatin?,2016,62,2016-09-10,18,"Canada,West Coast,Rap",0.040079522,0.931271478,0.297797638,0,0.273080505,0.365920899,1
Luke Combs,Even Though I'm Leaving,2019,62,2019-06-22,0,Country,0.230059523,0.505154639,0.743589744,0.181818182,0.180363762,0.624642138,1
ScHoolboy Q,Man Of The Year,2014,62,2014-03-14,13,"West Coast,Rap",0.005478213,0.728522337,0.860623471,0.272727273,0.389764338,0.356377903,1
Rihanna,Kiss It Better,2016,62,2016-05-28,12,"Synth Rock,Pop,R&;B",0.278116897,0.579610538,0.797850835,0.272727273,0.285446438,0.892906373,1
Taio Cruz,Hangover,2011,62,2011-10-20,0,Rap,0.008913804,0.564719359,0.879774444,0.272727273,0.489302389,0.607676811,1
Kenny Chesney,Reality,2012,62,2012-02-16,20,"Country,Rock",0.00302422,0.231386025,0.924460049,0,0.842406824,0.403032552,1
The Killers,Read My Mind,2007,62,2007-04-18,14,"Synth-Pop,Alternative Rock,Rock",0.005846312,0.49255441,0.915948505,0.090909091,0.515162916,0.311843919,1
Keyshia Cole,Playa Cardz Right,2009,63,2009-01-01,13,"R&;B,Rap",0.040079522,0.587628866,0.568039153,0,0.230419578,0.166578306,1
Shania Twain,Up!,2003,63,2003-03-04,10,"Pop,Country,Rock",0.088852644,0.578465063,0.736142143,0,0.476270361,0.58222882,1
David Cook,Come Back To Me,2009,63,2009-04-16,19,Rock,0.010324851,0.41580756,0.89254176,0.363636364,0.366161133,0.633124801,1
Mary J. Blige,Deep Inside,2000,63,2000-01-17,15,"Soul Pop,Pop,Soul,R&;B",0.034864786,0.743413517,0.542504522,0,0.49686997,0.669176121,1
Seether,Careless Whisper,2009,63,2009-05-28,18,"Cover,Post-Grunge,Rock",4.08794E-05,0.434135166,0.951058623,0.181818182,0.526196658,0.388187891,1
Jennifer Hudson,If This Isn't Love,2009,63,2009-04-30,13,R&;B,0.213699566,0.520045819,0.766996489,0.363636364,0.500447147,0.390308557,1
French Montana,Ain't Worried About Nothin,2013,63,2013-08-23,13,Rap,0.023412816,0.658648339,0.902117247,0.090909091,0.488278576,0.715830771,1
Justin Moore,Bait A Hook,2012,63,2012-01-12,10,"Country,Rock",0.019527326,0.635738832,0.771252261,0.090909091,0.352950246,0.699925777,1
Shakira,Try Everything,2016,63,2016-04-02,9,"Disney,Soundtrack,Pop",0.026275809,0.67812142,0.58825407,0.090909091,0.411720807,0.467712862,1
Jo Dee Messina,My Give A Damn's Busted,2005,63,2005-05-25,20,Pop,0.146214744,0.632302405,0.870198957,0.181818182,0.340831015,0.775209416,1
Queen Naija,Karma,2018,63,2018-07-14,2,"YouTube,R&;B",0.175867166,0.548682703,0.547824237,0.090909091,0.346813537,0.412575549,1
Chris Young,I Can Take It From There,2013,63,2013-04-26,12,Country,0.158484711,0.656357388,0.808490265,0.272727273,0.402253622,0.886544375,1
The Offspring,"You're Gonna Go Far, Kid",2009,63,2009-01-08,18,Rock,0.004373916,0.500572738,0.915948505,0,0.477349681,0.60025448,1
Good Charlotte,Hold On,2004,63,2004-02-10,5,Rock,0.000901515,0.356242841,0.937227365,0.090909091,0.549793696,0.12840632,1
Bowling For Soup,Girl All The Bad Guys Want,2003,64,2003-04-15,9,"Pop-Punk,Pop,Rock",0.000526259,0.53722795,0.822321524,0.181818182,0.507286957,0.882303043,1
Keith Anderson,Every Time I Hear Your Name,2006,64,2006-06-28,19,Pop,0.283229384,0.514318442,0.74571763,0.090909091,0.273234694,0.280033931,1
Nicki Minaj,High School,2013,64,2013-06-07,14,"R&;B,Rap",0.138034765,0.478808706,0.66698585,0.090909091,0.222642301,0.187784964,1
The Game,Wouldn't Get Far,2007,64,2007-03-28,9,Rap,0.155417219,0.367697595,0.75316523,0.363636364,0.270675161,0.707348107,1
Rob Thomas,Streetcorner Symphony,2006,64,2006-12-06,20,Pop,0.111449835,0.595647194,0.882966273,0.090909091,0.204102653,0.761425087,1
Adam Lambert,Ghost Town,2015,64,2015-09-25,17,"House,Pop-Rock,Glam Rock,Rock,Electronic,Pop",0.190182128,0.67583047,0.723374827,0.363636364,0.439357588,0.253525607,1
"21 Savage, Offset, Metro Boomin",Rap Saved Me,2017,64,2017-11-25,3,"Motown,Trap,Rap",0.005365739,0.838487973,0.364826045,0.090909091,0.581790932,0.119923656,1
Lloyd,Lay It Down,2010,64,2010-12-23,19,"R&;B,Rap",0.017380082,0.474226804,0.787211405,0.090909091,0.661605166,0.529212173,1
Kelly Price,You Should've Told Me,2000,64,2000-12-05,20,R&;B,0.24641948,0.697594502,0.429726567,0.090909091,0.440356731,0.563142827,1
Kenny Chesney,Keg In The Closet,2005,64,2005-06-29,10,Country,0.004557966,0.619702176,0.898925418,0.090909091,0.556072259,0.73703743,1
Rihanna,Rockstar 101,2010,64,2010-08-26,5,"Rock,Pop",0.030570297,0.263459336,0.631875731,0.090909091,0.752311288,0.296999258,1
The Black Keys,Lonely Boy,2011,64,2011-12-22,20,Rock,0.004261442,0.278350515,0.868071071,0.181818182,0.725192582,0.606616478,1
WALK THE MOON,One Foot,2018,65,2018-02-17,8,"Adult Alternative,Rock,Adult Contemporary,Indie,Indie Pop,Indie Rock,Electro-Funk,Electronic Rock,Alternative,Alternative Dance,Alternative Rock,Pop-Rock,Electro-Pop,Alternative Pop,Pop",0.007707258,0.53722795,0.81380998,0,0.316438365,0.459230198,1
Megan Thee Stallion,Big Ole Freak,2019,65,2019-05-18,12,Rap,0.00886268,0.785796105,0.684008937,0.181818182,0.581359204,0.627823136,1
Lil Wayne,I Am Not A Human Being,2010,65,2010-10-14,0,Rap,0.01830033,0.343642612,0.807426322,0.363636364,0.147965634,0.651150461,1
Juice WRLD,Legends,2018,65,2018-07-07,2,"Hip-Hop,Emo,Trap,Cloud Rap,Emo Rap,Rap",0.117584819,0.550973654,0.789339291,0.363636364,0.575623385,0.366981232,1
Love And Theft,Runaway,2009,65,2009-09-10,11,Country,0.156439717,0.564719359,0.795722949,0.090909091,0.566045183,0.655391793,1
Chris Lane,Fix,2016,65,2016-08-06,12,Country,0.097237122,0.479954181,0.879774444,0,0.316253338,0.705227441,1
Drake,Pound Cake / Paris Morton Music 2,2013,65,2013-10-11,10,"Producer,East Coast,Cloud Rap,Canada,Rap",0.142124754,0.466208477,0.751037344,0.181818182,0.711599307,0.243982611,1
"Linkin Park, Steve Aoki",A Light That Never Comes,2013,65,2013-10-04,0,"Rock,Electronic Rock,Pop,Electro House,Electro,Dance,Electronic",0.002298247,0.657502864,0.867007128,0,0.40879739,0.534513837,1
Ace Hood,Body 2 Body,2011,65,2011-11-17,13,"R&;B,Rap",0.002574321,0.561282932,0.812746037,0.090909091,0.637348201,0.557841162,1
"Nicki Minaj, Mike WiLL Made",Black Barbies,2016,65,2016-12-24,2,"Remix,Rap",0.089772892,0.797250859,0.565911267,0,0.600139387,0.227017283,1
Jessie J,Masterpiece,2015,65,2015-01-02,3,"UK,Pop",0.015641837,0.627720504,0.720182998,0,0.587236877,0.611918142,1
Eric Church,Some Of It,2019,65,2019-06-29,5,Country,0.348669212,0.512027491,0.723374827,0,0.191964919,0.836708727,1
Hot Boys,I Need A Hot Girl,2000,65,2000-03-07,13,"Bounce,Rap",0.056950728,0.804123711,0.788275348,0.181818182,0.291650991,0.652210794,1
Kelsea Ballerini,Yeah Boy,2017,65,2017-05-20,13,Country,0.236194507,0.545246277,0.801042664,0.272727273,0.248225288,0.488919521,1
Juvenile,Set It Off,2001,65,2001-09-18,15,Rap,0.184047144,0.666666667,0.573358868,0.090909091,0.736516199,0.754002757,1
Darius Rucker,Radio,2014,65,2014-01-17,15,"Country,Rock",0.125764797,0.695303551,0.84253644,0,0.273105175,0.986215672,1
Huncho Jack,Eye 2 Eye,2018,65,2018-01-06,0,"Motown,Trap,Rap",0.0012144,0.807560137,0.632939674,0.181818182,0.600083879,0.12840632,1
Dierks Bentley,Tip It On Back,2013,66,2013-02-22,16,"Country,Rock",0.533741225,0.446735395,0.770188318,0.272727273,0.550256262,0.74445976,1
Rocko,Umma Do Me,2008,66,2008-03-13,11,Rap,0.085171654,0.414662085,0.583998298,0.181818182,0.544939836,0.271551267,1
Staind,Price To Play,2003,66,2003-05-20,10,"Hard Rock,Alternative Rock,Rock",2.93252E-05,0.340206186,0.92126822,0.090909091,0.374943721,0.309723253,1
Brad Paisley,Crushin' It,2015,66,2015-07-31,15,Country,0.039363774,0.552119129,0.815937866,0.181818182,0.371730429,0.752942424,1
Mary Lambert,Secrets,2014,66,2014-11-07,10,"LGBTQ+,Pop",0.026582558,0.774341352,0.530801149,0,0.274523711,0.71901177,1
The Lost Trailers,Holler Back,2008,66,2008-09-18,13,Pop,0.264824432,0.376861397,0.920204277,0.181818182,0.798117664,0.60025448,1
Kid Rock,First Kiss,2015,66,2015-03-13,0,Rock,0.003964917,0.575028637,0.886158102,0.363636364,0.513398997,0.661753791,1
Dan + Shay,All To Myself,2019,66,2019-06-29,8,Country,0.212677069,0.610538373,0.771252261,0.090909091,0.285292249,0.562082494,1
Halsey,Alone,2018,66,2018-07-21,14,"UK Rap,UK,Alternative Pop,Alternative,Remix,Jazz,Pop",0.018811578,0.560137457,0.710607511,0.181818182,0.316678899,0.441204538,1
Natalie,Energy,2005,66,2005-07-13,8,Rap,0.516358771,0.499427262,0.715927226,0.090909091,0.723848056,0.544056834,1
Jack Johnson,"Sitting, Waiting, Wishing",2005,66,2005-03-16,19,"Singer-Songwriter,Island Music,Adult Alternative,Acoustic,Folk Rock,Rock",0.224947037,0.746849943,0.50952229,0,0.347239097,0.544056834,1
Daughtry,Waiting For Superman,2014,66,2014-01-17,17,Rock,0.00296287,0.506300115,0.665921907,0,0.353209283,0.369101898,1
Kip Moore,More Girls Like You,2017,66,2017-11-04,12,Country,0.008433231,0.506300115,0.734014257,0.181818182,0.162157161,0.717951437,1
BTS,DNA,2017,67,2017-10-14,4,"Boy Band,Electronic,Electro-Pop,Dance,K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d),Korean,Pop",0.022799318,0.556701031,0.76380466,0.090909091,0.500194278,0.70098611,1
P$C,I'm A King,2005,67,2005-10-19,11,Rap,0.043760513,0.706758305,0.454197255,0,0.735979622,0.530272506,1
V V Brown,Shark In The Water,2010,67,2010-07-08,6,Rap,0.028525303,0.505154639,0.796786892,0.363636364,0.309999445,0.702046443,1
Chris Janson,Fix A Drink,2017,67,2017-12-02,14,Country,0.030365798,0.515463918,0.884030216,0.090909091,0.674310314,0.804898738,1
Puddle Of Mudd,Psycho,2008,67,2008-05-15,17,"Hard Rock,Rock",0.005917887,0.532646048,0.891477817,0.090909091,0.47680077,0.444385537,1
"Kygo, Ellie Goulding",First Time,2017,67,2017-05-20,0,"Electronic,Tropical House,Pop",0.201429598,0.595647194,0.570167039,0,0.255015758,0.68296045,1
Eric Church,Hell On The Heart,2010,67,2010-05-13,12,"Country,Rock",0.085069404,0.600229095,0.887222045,0,0.458150106,0.946983353,1
B.o.B,Don't Let Me Fall,2010,67,2010-04-22,0,Rap,0.006449586,0.49255441,0.716991169,0.090909091,0.625814887,0.246103276,1
Brad Paisley,American Saturday Night,2010,67,2010-02-11,15,Country,0.073719684,0.428407789,0.938291308,0.363636364,0.672737589,0.740218429,1
21 Savage,All My Friends,2019,67,2019-01-05,2,"Trap,Rap",0.174844668,0.687285223,0.599957442,0,0.501865683,0.181422967,1
"The Chainsmokers, Bebe Rexha",Call You Mine,2019,67,2019-06-15,4,"Electronic Pop,EDM,Electro House,Electro,Electro-Pop,Electronic,Dance-Pop,Dance,Pop",0.20858708,0.540664376,0.680817108,0.363636364,0.341016042,0.516488177,1
Lauren Alaina,Road Less Traveled,2017,67,2017-04-22,12,"Country,Pop",0.05633723,0.570446735,0.882966273,0,0.396388284,0.249284275,1
Craig Morgan,International Harvester,2008,67,2008-03-06,18,Country,0.105314851,0.671248568,0.830833067,0.181818182,0.288487039,0.331990245,1
Chase Rice,Gonna Wanna Tonight,2015,67,2015-10-30,12,Country,0.045396509,0.5395189,0.780827748,0.181818182,0.464064784,0.695684445,1
The Killers,Spaceman,2008,67,2008-11-20,0,Rock,0.002625446,0.471935853,0.902117247,0.363636364,0.63692264,0.814441735,1
Bryson Tiller,Sorry Not Sorry,2016,67,2016-02-05,15,"Boom Bap,Dark Pop,Singer-Songwriter,Soul Pop,Hardcore Hip-Hop,Pop,Conscious Hip-Hop,Dancehall,Soul,Trap,Rap,R&;B",0.04877075,0.63115693,0.587190127,0.090909091,0.303535855,0.240801612,1
Chris Cagle,Miss Me Baby,2005,67,2005-12-14,14,Pop,0.189159631,0.473081329,0.545696351,0.090909091,0.611524679,0.341533241,1
Foo Fighters,DOA,2005,68,2005-12-14,12,Rock,0.00019088,0.399770905,0.911692733,0.181818182,0.597043278,0.7264341,1
Switchfoot,Stars,2005,68,2005-10-05,5,"Rock,Pop",0.000800288,0.474226804,0.978721141,0.181818182,0.512362849,0.248223942,1
Juice WRLD,Lean Wit Me,2018,68,2018-09-01,8,"Alternative,Emo,Trap,Emo Rap,Rap",0.042329017,0.632302405,0.632939674,0.090909091,0.710606332,0.214293288,1
Kelsea Ballerini,Legends,2018,68,2018-02-24,12,Country,0.055928231,0.531500573,0.71379934,0.363636364,0.390547617,0.217474287,1
Tori Kelly,Hollow,2016,68,2016-03-05,11,"Christian,Pop",0.019118328,0.564719359,0.638259389,0.181818182,0.476911786,0.444385537,1
Miley Cyrus,Start All Over,2008,68,2008-01-16,3,"Soundtrack,Pop",0.000320737,0.435280641,0.935099479,0,0.625185797,0.330929912,1
The Killers,Shadowplay,2007,68,2007-10-31,0,"Cover,Rock",0.000796198,0.607101947,0.796786892,0.181818182,0.594002677,0.336231577,1
The Weeknd,Nothing Without You,2016,68,2016-12-17,0,"Canada,R&;B,Electro-Pop,Pop",0.066050954,0.529209622,0.614852644,0.090909091,0.376880331,0.165517973,1
LMFAO,Shots,2010,68,2010-02-04,18,Rap,0.00869908,0.815578465,0.851047984,0.090909091,0.489074189,0.1824833,1
Huncho Jack,Modern Slavery,2018,68,2018-01-06,0,"Motown,Trap,Rap",0.001899473,0.746849943,0.720182998,0.363636364,0.525771098,0.487859188,1
Panic! At The Disco,Emperor's New Clothes,2015,68,2015-11-13,4,"Emo,Pop-Rock,Pop,Rock",0.00308557,0.514318442,0.902117247,0.090909091,0.282245481,0.653271127,1
Avril Lavigne,Smile,2011,68,2011-08-18,7,"Pop-Rock,Canada,Pop,Rock",0.002420946,0.596792669,0.84253644,0.090909091,0.347461129,0.649029795,1
Tyga,Dope,2013,68,2013-02-08,10,Rap,0.011756347,0.5395189,0.505266518,0,0.284872856,0.329869579,1
Kevin Gates,Change Lanes,2018,68,2018-06-02,0,Rap,0.131899781,0.679266896,0.773380147,0.181818182,0.502513276,0.506945181,1
Trapt,Still Frame,2003,69,2003-11-25,20,Pop,0.00088311,0.380297824,0.93190765,0.363636364,0.402290627,0.503764182,1
Miguel,How Many Drinks?,2013,69,2013-07-19,20,"Remix,Soul,Soul Pop,R&;B,Rap",0.003177594,0.304696449,0.587190127,0,0.204170496,0.21853462,1
Trey Songz,Last Time,2008,69,2008-05-22,13,R&;B,0.213699566,0.591065292,0.604213214,0.181818182,0.439413096,0.662814124,1
Kanye West,Black Skinhead,2013,69,2013-07-05,4,"Punk Rock,Glam Rock,Rapcore,Rock,Producer,Rap,Industrial",0.001142825,0.747995418,0.81380998,0.090909091,0.501760835,0.280033931,1
Kanye West,Homecoming,2008,69,2008-06-26,7,"Hip-Hop,Piano,Rap",0.344579222,0.634593356,0.7350782,0.090909091,0.235594151,0.936380023,1
Papa Roach,Getting Away With Murder,2004,69,2004-11-10,16,"Alternative Rock,Rock",0.000115215,0.49255441,0.972337483,0.090909091,0.340399287,0.333050578,1
August Alsina,No Love,2014,69,2014-11-28,18,"Soul,Remix,R&;B,Rap",0.005549788,0.399770905,0.594637727,0,0.507274622,0.327748913,1
Florida Georgia Line,Bumpin' The Night,2014,69,2014-10-17,0,"Country,Rock",0.086194151,0.392898053,0.860623471,0.090909091,0.636860965,0.347895239,1
Jacquees,B.E.D.,2017,69,2017-09-23,13,"Alternative R&;B,R&;B",0.003760418,0.717067583,0.510586233,0.090909091,0.452105909,0.167638639,1
Migos,Fight Night,2014,69,2014-09-05,16,Rap,0.192227123,0.821305842,0.71379934,0.090909091,0.253714406,0.878061711,1
The Offspring,Original Prankster,2000,70,2000-12-05,9,Rock,0.000551821,0.63115693,0.873390786,0.181818182,0.604950074,0.98197434,1
Teena Marie,Still In Love,2004,70,2004-05-26,20,Pop,0.620653497,0.687285223,0.64570699,0,0.186790347,0.920475029,1
Trick Daddy,In Da Wind,2002,70,2002-09-24,18,Rap,0.122697305,0.986254296,0.563783381,0,0.402617507,0.693563779,1
Riley Green,There Was This Girl,2019,70,2019-04-20,8,Country,0.002635671,0.576174112,0.873390786,0.090909091,0.488858325,0.959707348,1
"2 Chainz, Gucci Mane, Quavo",Good Drank,2017,70,2017-07-08,16,"Atlanta,Trap,Rap",0.280161892,0.828178694,0.765932546,0.363636364,0.501514133,0.35531757,1
Jake Owen,Eight Second Ride,2009,70,2009-12-17,13,"Country,R&;B,Rock",0.06022272,0.473081329,0.834024896,0,0.268411671,0.684020783,1
